grade,headword,homograph,pos,guide,band
1,직업,0,명사,직업을 구하다,초급
1,직원,0,명사,직원을 모집하다,초급
1,질문,0,명사,질문에 답하다,초급
1,집,1,명사,집을 짓다,초급
1,짜다,3,형용사,음식이 짜다,초급
1,쪽,5,의존명사,집 쪽,초급
1,찍다,2,동사,도장을 찍다,초급
1,참,2,부사,참 좋다,초급
1,참외,0,명사,참외를 깎다,초급
1,창문,0,명사,창문을 열다,초급
1,찾다,0,동사,지갑을 찾다,초급
1,찾아보다,0,동사,수첩을 찾아보다,초급
1,책,0,명사,책을 읽다,초급
1,책상,0,명사,책상을 정리하다,초급
1,처음,0,명사,처음과 끝,초급
1,천,2,관형사,숫자,초급
1,천,3,수사,숫자,초급
1,천만,3,명사,숫자,초급
1,천만02‧천만,1,수사‧관형사,숫자,초급
1,천천히,0,부사,천천히 가다,초급
1,청소,0,명사,화장실 청소,초급
1,초대,2,명사,생일 초대,초급
1,초콜릿,0,명사,초콜릿 케이크,초급
1,추다,0,동사,춤을 추다,초급
1,축구,2,명사,축구 경기,초급
1,축하,0,명사,축하 파티,초급
1,출발,0,명사,출발 시간,초급
1,춤,0,명사,춤을 추다,초급
1,춤추다,0,동사,무대에서 춤추다,초급
1,춥다,0,형용사,날씨가 춥다,초급
1,취미,0,명사,취미 생활,초급
1,층,0,명사,꼭대기 층,초급
1,치다,2,동사,책상을 치다,초급
1,치마,0,명사,치마를 입다,초급
1,친구,0,명사,친구를 만나다,초급
1,친절,0,명사,태도가 친절하다,초급
1,친하다,0,형용사,후배와 친하다,초급
1,칠,1,수사,숫자,초급
1,칠,2,관형사,숫자,초급
1,칠십,1,수사,숫자,초급
1,칠십,2,관형사,숫자,초급
1,칠월,0,명사,달,초급
1,칠판,0,명사,칠판에 쓰다,초급
1,침대,0,명사,침대에 눕다,초급
1,카드,0,명사,카드를 쓰다,초급
1,카메라,0,명사,카메라로 찍다,초급
1,캐나다,0,명사,나라,초급
1,커피,0,명사,커피를 마시다,초급
1,커피숍,0,명사,커피숍에서 만나다,초급
1,컴퓨터,0,명사,컴퓨터 게임,초급
1,컵,0,명사,머그 컵,초급
1,케이크,0,명사,생일 케이크,초급
1,켜다,1,동사,불을 켜다,초급
1,코,1,명사,코가 오똑하다,초급
1,콘서트,0,명사,콘서트를 보다,초급
1,콜라,0,명사,콜라를 마시다,초급
1,크다,1,형용사,키가 크다,초급
1,크다,2,동사,키가 크다,초급
1,키,1,명사,키가 크다,초급
1,타다,1,동사,나무가 타다,초급
1,타다,2,동사,차에 타다,초급
1,탁구,0,명사,탁구를 치다,초급
1,태국,0,명사,나라,초급
1,태권도,0,명사,태권도를 배우다,초급
1,택시,0,명사,택시를 타다,초급
1,터미널,0,명사,버스 터미널,초급
1,테니스,0,명사,테니스를 치다,초급
1,텔레비전,0,명사,텔레비전을 보다,초급
1,토요일,0,명사,요일,초급
1,퇴근,0,명사,출근과 퇴근,초급
1,특별하다,0,형용사,특별한 날,초급
1,특히,0,부사,특히 좋아하다,초급
1,티셔츠,0,명사,티셔츠를 입다,초급
1,파티,0,명사,생일 파티,초급
1,팔,1,명사,팔이 아프다,초급
1,팔,2,수사,숫자,초급
1,팔,3,관형사,숫자,초급
1,팔다,0,동사,물건을 팔다,초급
1,팔십,1,수사,숫자,초급
1,팔십,2,관형사,숫자,초급
1,팔월,0,명사,달,초급
1,편의점,0,명사,편의점에 들르다,초급
1,편지,0,명사,편지를 쓰다,초급
1,포도,0,명사,포도 주스,초급
1,표,2,명사,표를 예매하다,초급
1,프랑스,0,명사,나라,초급
1,프로그램,0,명사,행사 프로그램,초급
1,피곤,0,명사,몸이 피곤하다,초급
1,피아노,0,명사,피아노를 치다,초급
1,피우다,0,동사,꽃을 피우다,초급
1,필요,0,명사,시간이 필요하다,초급
1,필통,0,명사,필통에 넣다,초급
1,하나,1,수사,숫자,초급
1,하다,1,동사,운동을 하다,초급
1,하루,0,명사,하루가 걸리다,초급
1,하숙집,0,명사,하숙집을 구하다,초급
1,하지만,0,부사,,초급
1,학교,0,명사,학교에 다니다,초급
1,학생,0,명사,학생을 가르치다,초급
1,학생증,0,명사,학생증을 발급하다,초급
1,한,1,관형사,한 명,초급
1,한가하다,0,형용사,한가한 때,초급
1,한국,0,명사,나라,초급
1,한복,0,명사,한복을 입다,초급
1,할머니,0,명사,할머니와 할아버지,초급
1,할아버지,0,명사,할머니와 할아버지,초급
1,함께,0,부사,함께 놀다,초급
1,형,1,명사,동생,초급
1,호,4,의존명사,사월 호 잡지,초급
1,호텔,0,명사,호텔에 묵다,초급
1,혼자,1,명사,혼자 살다,초급
1,혼자,2,부사,혼자 살다,초급
1,화요일,0,명사,요일,초급
1,화장실,0,명사,화장실에 가다,초급
1,회사,0,명사,회사에 다니다,초급
1,회사원,0,명사,회사원이 되다,초급
1,회의,1,명사,회의에 참석하다,초급
1,후,2,명사,오 분 후,초급
1,휴가,0,명사,출산 휴가,초급
1,흐리다,2,형용사,날씨가 흐리다,초급
1,힘들다,0,형용사,일이 힘들다,초급
2,-되다,0,접사,취소되다,초급
2,-하다,0,접사,건강하다,초급
2,가까이,1,부사,가까이 다가오다,초급
2,가까이,2,명사,가까이 다가오다,초급
2,가끔,0,부사,가끔 보다,초급
2,가늘다,0,형용사,손가락이 가늘다,초급
2,가득,0,부사,가득 차다,초급
2,가리키다,0,동사,손가락으로 가리키다,초급
2,가슴,0,명사,신체,초급
2,가위,1,명사,가위로 자르다,초급
2,가져가다,0,동사,우산을 가져가다,초급
2,가져오다,0,동사,우산을 가져오다,초급
2,각각,1,명사,각각 다르다,초급
2,각각,2,부사,각각 다르다,초급
2,간단하다,0,형용사,설명이 간단하다,초급
2,간단히,0,부사,간단히 이야기하다,초급
2,간식,0,명사,간식을 먹다,초급
2,간장,1,명사,간장을 넣다,초급
2,간호사,0,명사,간호사가 되다,초급
2,갈색,0,명사,색,초급
2,갈아입다,0,동사,옷을 갈아입다,초급
2,감기약,0,명사,감기약을 먹다,초급
2,감다,1,동사,눈을 감다,초급
2,감다,2,동사,머리를 감다,초급
2,감자,1,명사,감자 튀김,초급
2,갑자기,0,부사,갑자기 나타나다,초급
2,강,0,명사,강을 건너다,초급
2,강아지,0,명사,강아지를 키우다,초급
2,강하다,2,형용사,힘이 강하다,초급
2,갖다,1,동사,돈을 갖다,초급
2,갚다,0,동사,돈을 갚다,초급
2,개월,0,의존명사,삼 개월,초급
2,거,1,의존명사,먹을 거,초급
2,거리,1,명사,거리로 나가다,초급
2,거리,3,명사,거리가 가깝다,초급
2,거울,0,명사,거울을 보다,초급
2,거의,1,명사,거의 없다,초급
2,거의,2,부사,거의 없다,초급
2,거절,0,명사,제안을 거절하다,초급
2,거짓말,0,명사,선의의 거짓말,초급
2,걱정,0,명사,걱정이 많다,초급
2,건너가다,0,동사,길을 건너가다,초급
2,건너다,0,동사,길을 건너다,초급
2,걸어가다,0,동사,학교에 걸어가다,초급
2,걸어오다,1,동사,집에 걸어오다,초급
2,걸음,0,명사,걸음이 느리다,초급
2,검사,2,명사,숙제 검사,초급
2,검은색,0,명사,색,초급
2,검정,1,명사,색,초급
2,겉,0,명사,겉과 속,초급
2,게으르다,0,형용사,게으른 사람,초급
2,결과,0,명사,검사 결과,초급
2,결석,0,명사,학교에 결석하다,초급
2,결심,0,명사,굳은 결심,초급
2,결정,1,명사,결정을 내리다,초급
2,결혼,0,명사,결혼 기념,초급
2,결혼식,0,명사,결혼식을 올리다,초급
2,경기,2,명사,운동 경기,초급
2,경찰,0,명사,경찰 조사,초급
2,경찰서,0,명사,경찰서에 신고하다,초급
2,경치,0,명사,경치가 좋다,초급
2,경험,0,명사,경험을 쌓다,초급
2,계단,0,명사,계단을 오르다,초급
2,계란,0,명사,계란을 먹다,초급
2,계산,0,명사,날짜 계산,초급
2,고개,1,명사,고개를 들다,초급
2,고등학교,0,명사,고등학교에 입학하다,초급
2,고등학생,0,명사,고등학생이 되다,초급
2,고모,0,명사,친척,초급
2,고민,0,명사,고민을 나누다,초급
2,고속버스,0,명사,고속버스를 타다,초급
2,고장,2,명사,고장이 나다,초급
2,고추장,0,명사,고추장을 넣다,초급
2,고치다,0,동사,컴퓨터를 고치다,초급
2,곧,0,부사,곧 가다,초급
2,공,1,명사,공을 던지다,초급
2,공무원,0,명사,공무원으로 일하다,초급
2,공장,0,명사,공장에서 일하다,초급
2,공짜,0,명사,공짜로 주다,초급
2,공휴일,0,명사,공휴일로 정하다,초급
2,과거,2,명사,과거를 잊다,초급
2,과자,0,명사,과자를 먹다,초급
2,관계,2,명사,괜계를 맺다,초급
2,관광,0,명사,국내 관광,초급
2,관광객,0,명사,외국인 관광객,초급
2,관광지,0,명사,국내 관광지,초급
2,관심,0,명사,관심을 가지다,초급
2,광고,0,명사,신문 광고,초급
2,광주,0,명사,지명,초급
2,교과서,0,명사,교과서에서 배우다,초급
2,교사,3,명사,수학 교사,초급
2,교수,0,명사,대학 교수,초급
2,교육,0,명사,교육을 받다,초급
2,교통비,0,명사,교통비가 들다,초급
2,교통사고,0,명사,교통사고가 나다,초급
2,교환,0,명사,사이즈 교환,초급
2,교회,0,명사,기독교 교회,초급
2,구름,0,명사,구름이 끼다,초급
2,국,0,명사,국을 끓이다,초급
2,국내,0,명사,국내와 국외,초급
2,국수,0,명사,국수를 먹다,초급
2,국제,0,명사,국제 관계,초급
2,군인,0,명사,직업 군인,초급
2,굵다,0,형용사,팔뚝이 굵다,초급
2,굽다,1,동사,고기를 굽다,초급
2,궁금하다,0,형용사,소식이 궁금하다,초급
2,귀걸이,0,명사,귀걸이를 빼다,초급
2,귀여워하다,0,동사,강아지를 귀여워하다,초급
2,귀엽다,0,형용사,얼굴이 귀엽다,초급
2,귀찮다,0,형용사,귀찮은 일,초급
2,규칙,0,명사,규칙을 어기다,초급
2,그거,0,대명사,,초급
2,그곳,0,대명사,,초급
2,그날,0,명사,그날 밤,초급
2,그냥,0,부사,그냥 가다,초급
2,그대로,0,부사,그대로 두다,초급
2,그동안,0,명사,그동안 잘 지내다,초급
2,그때,0,명사,그때를 기억하다,초급
2,그러나,1,부사,,초급
2,그러므로,0,부사,,초급
2,그런,1,관형사,그런 사람,초급
2,그립다,0,형용사,가족이 그립다,초급
2,그만,2,부사,그만 먹다,초급
2,그만두다,0,동사,일을 그만두다,초급
2,그분,0,대명사,,초급
2,그치다,0,동사,비가 그치다,초급
2,글쎄,0,감탄사,,초급
2,글씨,0,명사,글씨를 쓰다,초급
2,글자,0,명사,글자를 쓰다,초급
2,금방,0,부사,금방 가다,초급
2,금지,0,명사,출입 금지,초급
2,급하다,0,형용사,급한 사정,초급
2,기르다,0,동사,개를 기르다,초급
2,기름,0,명사,기름에 튀기다,초급
2,기뻐하다,0,동사,취직을 기뻐하다,초급
2,기쁨,0,명사,기쁨을 나누다,초급
2,기억,0,명사,기억이 나다,초급
2,기억나다,0,동사,이름이 기억나다,초급
2,기온,0,명사,기온이 높다,초급
2,기자,0,명사,신문 기자,초급
2,기차역,0,명사,기차역에 도착하다,초급
2,기차표,0,명사,기차표를 끊다,초급
2,기침,0,명사,기침이 나다,초급
2,기타,2,명사,기타를 치다,초급
2,기회,0,명사,기회를 놓치다,초급
2,긴장,0,명사,긴장을 풀다,초급
2,길이,1,명사,가로 길이,초급
2,김,2,명사,김을 먹다,초급
2,깊다,0,형용사,바다가 깊다,초급
2,깊이,2,부사,깊이 묻다,초급
2,까만색,0,명사,색,초급
2,까맣다,0,형용사,밤하늘이 까맣다,초급
2,깎다,0,동사,사과를 깎다,초급
2,깜짝,2,부사,깜짝 놀라다,초급
2,깨끗이,0,부사,깨끗이 씻다,초급
2,깨다,1,동사,잠이 깨다,초급
2,꺼내다,0,동사,가방에서 꺼내다,초급
2,껌,0,명사,껌을 씹다,초급
2,꽃다발,0,명사,꽃다발을 선물하다,초급
2,꽃병,0,명사,꽃병을 깨뜨리다,초급
2,꽃집,0,명사,꽃집을 열다,초급
2,꾸다,1,동사,꿈을 꾸다,초급
2,꿈,0,명사,꿈을 꾸다,초급
2,끊다,0,동사,담배를 끊다,초급
2,끓다,0,동사,물이 끓다,초급
2,끓이다,0,동사,물을 끓이다,초급
2,끝,0,명사,시작과 끝,초급
2,끝내다,0,동사,일을 끝내다,초급
2,끼다,3,동사,단추를 끼다,초급
2,나누다,0,동사,둘로 나누다,초급
2,나머지,0,명사,나머지 돈,초급
2,나이,0,명사,나이가 많다,초급
2,나타나다,0,동사,건물이 나타나다,초급
2,나흘,0,명사,나흘이 걸리다,초급
2,낚시,0,명사,낚시를 가다,초급
2,날다,0,동사,새가 날다,초급
2,날씬하다,0,형용사,몸매가 날씬하다,초급
2,남,1,명사,타인,초급
2,남기다,0,동사,음식을 남기다,초급
2,남녀,0,명사,청춘 남녀,초급
2,남다,0,동사,시간이 남다,초급
2,남성,0,명사,남성과 여성,초급
2,남쪽,0,명사,남쪽 지방,초급
2,남학생,0,명사,남학생과 여학생,초급
2,낫다,1,동사,병이 낫다,초급
2,낫다,2,형용사,더 낫다,초급
2,낮잠,0,명사,낮잠을 자다,초급
2,내과,0,명사,내과 의사,초급
2,내다,1,동사,문제를 내다,초급
2,내려가다,0,동사,아래로 내려가다,초급
2,내려오다,0,동사,아래로 내려오다,초급
2,내용,0,명사,수업 내용,초급
2,냄비,0,명사,냄비에 끓이다,초급
2,냄새,0,명사,냄새를 맡다,초급
2,냉장고,0,명사,냉장고에 넣다,초급
2,너희,0,대명사,,초급
2,넘다,0,동사,세 시간이 넘다,초급
2,넘어지다,0,동사,아이가 넘어지다,초급
2,네,1,대명사,,초급
2,넥타이,0,명사,넥타이를 매다,초급
2,넷째,3,명사,순서,초급
2,넷째02∙넷째,1,수사∙관형사,순서,초급
2,노란색,0,명사,색,초급
2,노랗다,0,형용사,병아리가 노랗다,초급
2,노력,1,명사,노력을 다하다,초급
2,노인,0,명사,노인을 공경하다,초급
2,노트,2,명사,노트에 쓰다,초급
2,녹색,0,명사,색,초급
2,녹차,0,명사,녹차를 마시다,초급
2,놀라다,0,동사,깜짝 놀라다,초급
2,놀이,0,명사,인형 놀이,초급
2,농담,0,명사,농담을 주고받다,초급
2,높이,1,명사,높이가 높다,초급
2,높이,2,부사,높이 날다,초급
2,놓다,1,동사,펜을 놓다,초급
2,누르다,1,동사,버튼을 누르다,초급
2,눈물,0,명사,눈물이 흐르다,초급
2,눕다,0,동사,바닥에 눕다,초급
2,느끼다,2,동사,추위를 느끼다,초급
2,느낌,0,명사,느낌이 좋다,초급
2,느리다,0,형용사,걸음이 느리다,초급
2,늘,0,부사,늘 만나다,초급
2,늘다,0,동사,면적이 늘다,초급
2,늙다,0,동사,젊다,초급
2,능력,0,명사,능력이 있다,초급
2,다리,2,명사,다리를 건너다,초급
2,다섯째,3,명사,순서,초급
2,다섯째02∙다섯째,1,수사∙관형사,순서,초급
2,다양,0,명사,다양한 방법,초급
2,다음날,0,명사,다음날 아침,초급
2,다이어트,0,명사,다이어트에 성공하다,초급
2,다치다,1,동사,팔을 다치다,초급
2,다하다,0,동사,기력이 다하다,초급
2,닦다,0,동사,구두를 닦다,초급
2,단순,0,명사,단순 노동,초급
2,단추,0,명사,단추를 달다,초급
2,단풍,0,명사,단풍이 들다,초급
2,달걀,0,명사,달걀을 삶다,초급
2,달력,0,명사,달력을 걸다,초급
2,달리기,0,명사,달리기가 빠르다,초급
2,달리다,3,동사,말이 달리다,초급
2,닭,0,명사,닭이 울다,초급
2,닭고기,0,명사,닭고기 요리,초급
2,닮다,0,동사,아빠를 닮다,초급
2,답,0,명사,답이 없다,초급
2,답답하다,0,형용사,가슴이 답답하다,초급
2,답장,0,명사,답장을 보내다,초급
2,대,10,의존명사,자동차 한 대,초급
2,대구,0,명사,대구 사람,초급
2,대부분,1,명사,대부분의 시간,초급
2,대부분,2,부사,대부분의 시간,초급
2,대전,1,명사,지명,초급
2,대학원,0,명사,대학원을 다니다,초급
2,대회,0,명사,대회가 열리다,초급
2,댁,1,명사,선생님 댁,초급
2,댁,2,대명사,선생님 댁,초급
2,더럽다,0,형용사,손이 더럽다,초급
2,더욱,0,부사,더욱 좋다,초급
2,덕분,0,명사,부모님 덕분,초급
2,던지다,0,동사,공을 던지다,초급
2,데려가다,0,동사,아이를 데려가다,초급
2,데려오다,0,동사,친구를 데려오다,초급
2,데이트,0,명사,데이트를 신청하다,초급
2,도,3,의존명사,영상 일 도,초급
2,도로,2,명사,도로를 건너다,초급
2,도시,0,명사,도시에서 살다,초급
2,도움,0,명사,도움을 받다,초급
2,독서,0,명사,독서를 즐기다,초급
2,돈가스,0,명사,돈가스를 먹다,초급
2,돌,3,명사,돌을 던지다,초급
2,돌다,0,동사,빙글빙글 돌다,초급
2,돌려주다,0,동사,책을 돌려주다,초급
2,돌리다,2,동사,바퀴를 돌리다,초급
2,동네,0,명사,동네 사람들,초급
2,동물,0,명사,동물을 키우다,초급
2,동물원,0,명사,동물원에 가다,초급
2,동시,1,명사,동시에 일어나다,초급
2,동전,0,명사,동전 지갑,초급
2,동쪽,0,명사,동쪽 방향,초급
2,돼지,0,명사,돼지를 기르다,초급
2,돼지고기,0,명사,돼지고기를 먹다,초급
